1;;;;;5.133
2;;;;;
3;;;;;
4;;;;;
5;;;;;
6;3013,905741;2960,215145;;;
7;;;;;
8;5.071;6.112;;;
9;;;;;
10;;;;;
11;20.000;18.000;;;
12;20.000;18.000;;;
13;20.000;18.000;;;
14;20.000;17.000;;;
15;19.000;17.000;;;
16;19.000;17.000;;;
17;19.000;17.000;;;
18;18.000;17.000;;;
19;18.000;16.000;;;
20;18.000;16.000;;;
21;17.000;16.000;;;
22;17.000;16.000;;;
23;17.000;16.000;;;
24;17.000;16.000;;;
25;17.000;16.000;;;
26;16.000;16.000;;;
27;16.000;16.000;;;
28;16.000;16.000;;;
29;16.000;15.000;;;
30;16.000;15.000;;;
31;16.000;15.000;;;
32;16.000;15.000;;;
33;16.000;15.000;;;
34;16.000;15.000;;;
35;16.000;15.000;;;
36;15.000;15.000;;;
37;15.000;15.000;;;
38;15.000;15.000;;;
39;15.000;15.000;;;
40;15.000;15.000;;;
41;15.000;15.000;;;
42;15.000;15.000;;;
43;15.000;15.000;;;
44;15.000;15.000;;;
45;15.000;15.000;;;
46;15.000;15.000;;;
47;15.000;15.000;;;
48;15.000;15.000;;;
49;14.000;15.000;;;
50;14.000;15.000;;;
51;14.000;15.000;;;
52;14.000;15.000;;;
53;14.000;15.000;;;
54;14.000;15.000;;;
55;14.000;15.000;;;
56;14.000;15.000;;;
57;14.000;15.000;;;
58;14.000;15.000;;;
59;14.000;15.000;;;
60;14.000;15.000;;;
61;14.000;14.000;;;
62;14.000;14.000;;;
63;13.000;14.000;;;
64;13.000;14.000;;;
65;13.000;14.000;;;
66;13.000;14.000;;;
67;13.000;14.000;;;
68;13.000;14.000;;;
69;13.000;14.000;;;
70;13.000;14.000;;;
71;13.000;14.000;;;
72;13.000;14.000;;;
73;13.000;14.000;;;
74;13.000;14.000;;;
75;13.000;14.000;;;
76;13.000;14.000;;;
77;13.000;14.000;;;
78;13.000;14.000;;;
79;13.000;14.000;;;
80;13.000;14.000;;;
81;13.000;14.000;;;
82;13.000;14.000;;;
83;13.000;14.000;;;
84;13.000;14.000;;;
85;13.000;14.000;;;
86;13.000;14.000;;;
87;13.000;14.000;;;
88;13.000;14.000;;;
89;13.000;14.000;;;
90;13.000;14.000;;;
91;13.000;14.000;;;
92;13.000;14.000;;;
93;13.000;14.000;;;
94;13.000;13.000;;;
95;13.000;13.000;;;
96;13.000;13.000;;;
97;13.000;13.000;;;
98;13.000;13.000;;;
99;13.000;13.000;;;
100;12.000;13.000;;;
101;12.000;13.000;;;
102;12.000;13.000;;;
103;12.000;13.000;;;
104;12.000;13.000;;;
105;12.000;13.000;;;
106;12.000;13.000;;;
107;12.000;13.000;;;
108;12.000;13.000;;;
109;12.000;13.000;;;
110;12.000;13.000;;;
111;12.000;13.000;;;
112;12.000;13.000;;;
113;12.000;13.000;;;
114;12.000;13.000;;;
115;12.000;13.000;;;
116;12.000;13.000;;;
117;12.000;13.000;;;
118;12.000;13.000;;;
119;12.000;13.000;;;
120;12.000;13.000;;;
121;12.000;13.000;;;
122;12.000;13.000;;;
123;12.000;13.000;;;
124;12.000;13.000;;;
125;12.000;13.000;;;
126;12.000;13.000;;;
127;12.000;13.000;;;
128;12.000;13.000;;;
129;12.000;13.000;;;
130;12.000;13.000;;;
131;12.000;13.000;;;
132;12.000;13.000;;;
133;12.000;13.000;;;
134;12.000;13.000;;;
135;12.000;13.000;;;
136;12.000;13.000;;;
137;12.000;13.000;;;
138;12.000;13.000;;;
139;12.000;13.000;;;
140;12.000;13.000;;;
141;12.000;13.000;;;
142;12.000;13.000;;;
143;12.000;13.000;;;
144;12.000;13.000;;;
145;12.000;13.000;;;
146;12.000;13.000;;;
147;12.000;13.000;;;
148;12.000;13.000;;;
149;12.000;13.000;;;
150;12.000;13.000;;;
151;12.000;13.000;;;
152;12.000;13.000;;;
153;12.000;13.000;;;
154;12.000;13.000;;;
155;12.000;13.000;;;
156;12.000;13.000;;;
157;12.000;13.000;;;
158;12.000;13.000;;;
159;12.000;13.000;;;
160;12.000;13.000;;;
161;12.000;13.000;;;
162;12.000;13.000;;;
163;12.000;13.000;;;
164;12.000;13.000;;;
165;12.000;13.000;;;
166;12.000;13.000;;;
167;12.000;13.000;;;
168;12.000;13.000;;;
169;12.000;13.000;;;
170;12.000;13.000;;;
171;12.000;13.000;;;
172;12.000;13.000;;;
173;12.000;13.000;;;
174;12.000;13.000;;;
175;11.000;13.000;;;
176;11.000;12.000;;;
